,Cod_setor,Cod_Grandes Regiões,Nome_Grande_Regiao,Cod_UF,Nome_da_UF ,Cod_meso,Nome_da_meso,Cod_micro,Nome_da_micro,Cod_RM,Nome_da_RM,Cod_municipio,Nome_do_municipio,Cod_distrito,Nome_do_distrito,Cod_subdistrito,Nome_do_subdistrito,Cod_bairro,Nome_do_bairro,Situacao_setor,Tipo_setor,V001,V002,V003,V004,V005,V006,V007,V008,V009,V010,V011,V012,IDHL-Setor,quintilLongevidade,AlfabIDHM,quintilAlfabetizacao
161,351480905000017,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3514809,ELDORADO,351480905,ELDORADO,35148090500,ELDORADO,3514809000,ELDORADO (todos os setores),8,0,19.0,69.0,3.63,2.36,252.63,241353.8,685.71,377595.24,227.02,127453.45,539.17,134703.62,0.6666666666666666,1.0,0.9615384615384616,4.0
162,351480910000001,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3514809,ELDORADO,351480910,BRAÇO,35148091000,BRAÇO,3514809000,ELDORADO (todos os setores),1,0,117.0,378.0,3.23,2.51,663.79,165529.57,693.42,152252.41,399.42,238193.17,690.48,210647.45,0.8833333333333333,5.0,0.9279072504708098,2.0
163,351480910000002,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3514809,ELDORADO,351480910,BRAÇO,35148091000,BRAÇO,3514809000,ELDORADO (todos os setores),8,0,64.0,232.0,3.63,3.1,535.39,123911.89,590.78,103660.95,290.88,109823.78,482.31,89599.27,0.7666666666666667,2.0,0.8875313283208021,1.0
164,351480910000003,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3514809,ELDORADO,351480910,BRAÇO,35148091000,BRAÇO,3514809000,ELDORADO (todos os setores),8,0,162.0,540.0,3.33,3.39,481.11,225184.68,577.33,214590.85,288.75,154703.51,541.99,153122.86,0.8166666666666667,4.0,0.8713981894491183,1.0
165,351480910000006,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3514809,ELDORADO,351480910,BRAÇO,35148091000,BRAÇO,3514809000,ELDORADO (todos os setores),8,0,55.0,221.0,4.02,4.8,250.09,135524.31,529.04,139255.56,235.58,86848.63,454.91,67712.46,0.7,1.0,0.9281045751633986,2.0
166,351480915000001,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3514809,ELDORADO,351480915,ITAPEÚNA,35148091500,ITAPEÚNA,3514809000,ELDORADO (todos os setores),1,0,214.0,656.0,3.07,2.37,963.83,3238577.27,1026.17,3384796.25,573.82,1549613.4,895.79,2132313.04,0.8333333333333334,4.0,0.9222349904865964,2.0
167,351480915000002,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3514809,ELDORADO,351480915,ITAPEÚNA,35148091500,ITAPEÚNA,3514809000,ELDORADO (todos os setores),8,0,121.0,453.0,3.74,3.31,690.19,321544.46,713.79,315644.32,332.75,299902.54,630.17,380994.44,0.7,1.0,0.7987567987567988,1.0
168,351480915000003,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3514809,ELDORADO,351480915,ITAPEÚNA,35148091500,ITAPEÚNA,3514809000,ELDORADO (todos os setores),5,0,98.0,377.0,3.85,4.91,408.38,126952.71,506.59,107482.76,281.6,130669.79,482.75,126879.65,0.7666666666666667,2.0,0.9112403100775194,2.0
169,351480915000004,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3514809,ELDORADO,351480915,ITAPEÚNA,35148091500,ITAPEÚNA,3514809000,ELDORADO (todos os setores),8,0,95.0,346.0,3.64,5.47,391.37,277324.7,546.76,302849.08,175.6,142032.52,466.01,242564.44,0.7666666666666667,2.0,0.9393338388846759,3.0
170,351480915000005,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3514809,ELDORADO,351480915,ITAPEÚNA,35148091500,ITAPEÚNA,3514809000,ELDORADO (todos os setores),8,0,207.0,836.0,4.04,5.91,476.36,200322.83,560.27,188530.92,262.15,123042.23,479.52,120826.8,0.8333333333333334,4.0,0.8769164290035434,1.0
171,351480915000006,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3514809,ELDORADO,351480915,ITAPEÚNA,35148091500,ITAPEÚNA,3514809000,ELDORADO (todos os setores),8,0,62.0,224.0,3.61,3.95,444.11,159322.92,519.53,146964.14,242.53,111151.85,452.89,112302.39,0.7833333333333333,2.0,0.9578059071729959,4.0
172,351480915000007,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3514809,ELDORADO,351480915,ITAPEÚNA,35148091500,ITAPEÚNA,3514809000,ELDORADO (todos os setores),8,0,6.0,24.0,4.0,8.0,288.33,64296.67,432.5,24025.0,120.73,37978.11,265.6,45862.04,0.65,1.0,0.912280701754386,2.0
173,351480915000011,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3514809,ELDORADO,351480915,ITAPEÚNA,35148091500,ITAPEÚNA,3514809000,ELDORADO (todos os setores),8,0,158.0,546.0,3.46,3.4,611.55,309670.67,652.87,303575.88,284.99,203501.32,576.61,243769.86,0.7333333333333333,1.0,0.971843778383288,5.0
174,351480915000012,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3514809,ELDORADO,351480915,ITAPEÚNA,35148091500,ITAPEÚNA,3514809000,ELDORADO (todos os setores),8,0,90.0,356.0,3.96,4.42,399.21,166202.75,528.37,151516.12,215.5,105527.94,451.2,114670.56,0.8666666666666667,5.0,0.9154886361145813,2.0
175,352030105000001,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),1,0,294.0,849.0,2.89,2.67,1514.8,2077330.15,1551.74,2070642.39,927.04,1402643.28,1334.8,1475452.21,0.8833333333333333,5.0,0.9357916014606156,3.0
176,352030105000002,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),1,0,189.0,520.0,2.75,2.2,1341.52,2341062.17,1555.51,2381877.28,1148.84,5063511.4,1560.82,6239701.16,0.95,5.0,0.9863636363636363,5.0
177,352030105000003,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),1,0,131.0,373.0,2.85,2.18,1509.6,2536891.78,1661.83,2539758.07,975.59,1913052.95,1483.43,2156650.77,0.9,5.0,0.946880402325947,3.0
178,352030105000004,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),1,0,347.0,1045.0,3.01,2.31,1051.86,6810720.08,1249.99,7849465.47,730.53,3090993.03,1096.38,4239675.62,0.9,5.0,0.9742861874009415,5.0
179,352030105000005,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),1,0,215.0,681.0,3.17,2.99,1004.71,30044035.96,1393.63,41203972.62,569.23,11186845.57,1030.54,19803593.38,0.8666666666666667,5.0,0.9693781855249745,5.0
180,352030105000006,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),1,0,234.0,714.0,3.05,2.96,910.06,838392.14,976.85,834661.68,565.91,556126.74,828.84,596679.67,0.8666666666666667,5.0,0.9704060999241721,5.0
181,352030105000007,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),1,0,341.0,1006.0,2.95,1.97,744.45,1558631.1,1402.53,2015977.84,717.87,1547247.1,1340.55,2055697.02,0.8,3.0,0.9880451122462793,5.0
182,352030105000008,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),1,0,145.0,447.0,3.08,3.02,480.37,286189.94,757.1,241056.22,301.26,212240.27,702.95,212869.8,0.85,4.0,0.9397644927536232,3.0
183,352030105000009,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),1,0,419.0,1232.0,2.94,2.31,1205.72,1640517.77,1256.7,1645829.31,735.92,1128405.83,1088.53,1285454.0,0.85,4.0,0.9518693673144573,4.0
184,352030105000010,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),1,0,208.0,575.0,2.76,2.17,1586.68,2740089.71,1617.79,2743502.11,964.66,1882842.56,1403.88,2124179.68,0.9166666666666666,5.0,0.9769590643274854,5.0
185,352030105000011,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),1,0,262.0,800.0,3.05,2.44,882.66,676572.04,947.77,664721.4,541.84,506693.44,860.87,530438.11,0.8333333333333334,4.0,0.9626135569531796,4.0
186,352030105000012,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),1,0,239.0,835.0,3.49,2.84,843.46,812550.03,1002.93,806207.48,471.31,529858.09,866.33,631995.26,0.8,3.0,0.9393070489844684,3.0
187,352030105000013,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),1,0,225.0,730.0,3.24,2.97,878.66,2072217.44,950.48,2173812.57,531.27,1567566.1,851.39,2241303.64,0.8333333333333334,4.0,0.94227538543328,3.0
188,352030105000014,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),1,0,261.0,749.0,2.87,2.72,747.59,493613.4,844.68,475632.41,508.12,412132.66,802.03,414805.52,0.8333333333333334,4.0,0.9328235117708802,3.0
189,352030105000015,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),1,0,299.0,1071.0,3.58,2.65,628.06,410336.82,792.36,387399.59,464.76,332558.93,753.9,321447.65,0.7333333333333333,1.0,0.8917483290617619,1.0
190,352030105000016,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),1,0,336.0,1233.0,3.67,2.28,758.54,625406.09,824.82,625383.67,408.99,364453.56,699.03,420260.3,0.6833333333333333,1.0,0.9651751848280296,4.0
191,352030105000017,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),1,0,212.0,711.0,3.35,2.84,706.49,306658.74,796.68,273778.9,382.05,241085.7,703.78,217604.69,0.7166666666666667,1.0,0.9373619233268355,3.0
192,352030105000018,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),2,0,413.0,1418.0,3.43,3.59,598.9,332826.09,716.94,313740.77,328.83,238495.29,646.77,263504.97,0.8,3.0,0.9304253943200377,3.0
193,352030105000019,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),2,0,75.0,234.0,3.12,2.86,516.75,353504.95,596.25,360598.19,351.71,310879.14,623.21,382282.17,0.7833333333333333,2.0,0.920952380952381,2.0
194,352030105000021,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),2,0,219.0,681.0,3.11,3.84,682.05,406838.94,773.94,390449.59,378.35,295152.66,731.32,312428.36,0.8333333333333334,4.0,0.9180018341694988,2.0
195,352030105000022,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),2,0,14.0,39.0,2.79,0.95,876.43,558224.73,876.43,558224.73,768.24,2051972.55,1088.33,2580614.49,0.85,4.0,0.9583333333333334,4.0
196,352030105000025,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),2,0,49.0,134.0,2.73,1.82,1011.84,1390961.1,1239.5,1422527.9,624.18,813796.48,902.42,926839.34,0.8333333333333334,4.0,0.9813084112149534,5.0
197,352030105000026,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),2,0,218.0,587.0,2.69,2.1,584.92,492109.09,700.62,508479.53,396.07,378693.25,655.35,456918.01,0.85,4.0,0.9385148097889665,3.0
198,352030105000027,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),2,0,266.0,736.0,2.77,2.36,735.14,397121.69,798.15,380801.57,745.68,60025649.22,1204.28,96478129.82,0.85,4.0,0.9299013208190724,3.0
199,352030105000028,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),2,0,34.0,103.0,3.03,2.09,645.82,727846.09,708.32,754885.56,394.82,657875.98,744.77,987857.11,0.7833333333333333,2.0,0.9206145966709346,2.0
200,352030105000030,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),2,0,336.0,1059.0,3.15,2.15,1553.44,2773394.84,1722.62,2784038.6,908.6,1726800.77,1428.48,1972619.37,0.75,2.0,0.9770464221947535,5.0
201,352030105000031,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),1,0,230.0,803.0,3.49,3.19,604.17,1234343.96,832.09,1512007.2,443.06,880516.28,762.85,1273137.9,0.8,3.0,0.9521850468074389,4.0
202,352030105000032,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),1,0,252.0,869.0,3.45,3.28,613.65,269855.32,681.23,253463.87,353.25,243379.31,595.47,266082.42,0.7666666666666667,2.0,0.9262017787963114,2.0
203,352030105000033,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),8,0,47.0,138.0,2.94,3.54,479.15,241312.3,511.82,241038.48,268.47,152115.56,472.66,171570.26,0.85,4.0,0.760921477735637,1.0
204,352030105000035,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),2,0,16.0,54.0,3.38,5.05,426.88,132716.25,620.91,66549.09,223.43,106043.96,586.5,62716.0,0.8833333333333333,5.0,0.981981981981982,5.0
205,352030105000036,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),2,0,135.0,412.0,3.05,3.36,763.29,1208537.4,911.89,1309206.85,447.83,626464.11,787.02,835043.97,0.8166666666666667,4.0,0.9629629629629629,4.0
206,352030105000037,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),2,0,215.0,629.0,2.93,2.48,566.79,344416.3,655.16,340195.93,346.16,222692.14,588.25,236066.04,0.8666666666666667,5.0,0.9282609951196973,2.0
207,352030105000038,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),8,0,12.0,41.0,3.42,7.72,645.42,206742.99,704.09,181974.09,310.06,159680.64,571.16,144204.25,0.85,4.0,0.978494623655914,5.0
208,352030105000039,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),8,0,35.0,114.0,3.26,2.61,486.17,188840.62,567.2,173855.13,321.26,157747.44,505.59,155018.21,0.8166666666666667,4.0,0.8966391883322764,1.0
209,352030105000040,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),8,0,80.0,250.0,3.13,4.36,595.53,278760.53,618.73,275219.46,310.0,194731.39,537.49,215529.24,0.8,3.0,0.8761203192142419,1.0
210,352030105000041,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),8,0,14.0,34.0,2.43,3.34,188.57,69428.57,528.0,1620.0,249.03,71289.03,514.67,6283.81,0.8166666666666667,4.0,0.989247311827957,5.0
211,352030105000042,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),8,0,14.0,52.0,3.71,10.07,527.86,56941.21,568.46,36680.77,289.25,64641.11,421.49,37687.85,0.9666666666666667,5.0,0.9722222222222222,5.0
212,352030105000043,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),8,0,62.0,198.0,3.19,3.01,598.26,210220.88,662.36,189925.65,310.15,160228.89,546.0,153224.65,0.8166666666666667,4.0,0.9098039215686274,2.0
213,352030105000044,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),8,0,170.0,573.0,3.37,3.65,501.67,2382485.06,1079.54,4530212.74,278.09,930032.7,750.53,2162450.39,0.7666666666666667,2.0,0.9247161600102777,2.0
214,352030105000045,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),8,0,193.0,659.0,3.41,2.98,548.73,257362.15,683.25,228354.98,260.98,175757.54,633.99,190542.98,0.8166666666666667,4.0,0.887758945386064,1.0
215,352030105000046,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),8,0,198.0,711.0,3.59,3.41,511.01,157218.04,552.9,146889.68,271.3,123377.88,514.38,108839.58,0.75,2.0,0.9032675365228058,2.0
216,352030105000047,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),8,0,209.0,763.0,3.65,3.86,427.66,387300.71,488.42,412789.64,207.89,179506.45,437.06,277562.62,0.7666666666666667,2.0,0.8230015598436652,1.0
217,352030105000048,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),8,0,3.0,10.0,3.33,5.33,510.0,0.0,510.0,0.0,266.25,81883.93,532.5,2025.0,,,,
218,352030105000049,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),8,0,35.0,116.0,3.31,3.87,397.11,59770.28,463.3,38354.29,244.46,79337.08,435.58,57721.69,0.8,3.0,0.8699346405228758,1.0
219,352030105000050,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),1,0,239.0,724.0,3.03,1.72,1853.46,8601720.45,2032.01,9069668.55,1105.75,4495668.63,1713.78,5929195.73,0.8166666666666667,4.0,0.9815520391897671,5.0
220,352030105000051,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),2,0,79.0,290.0,3.67,3.12,615.03,189066.18,704.16,153182.4,335.56,175981.23,640.15,140465.49,0.6166666666666667,1.0,0.9766355140186915,5.0
221,352030105000052,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),2,0,92.0,300.0,3.26,2.92,623.93,265317.42,708.67,241001.33,357.61,215605.08,629.59,208296.4,0.75,2.0,0.9804804804804804,5.0
222,352030105000053,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),2,5,8.0,48.0,6.0,5.71,350.0,50257.14,400.0,35300.0,144.64,47892.46,368.18,38776.36,0.6666666666666666,1.0,0.8453159041394335,1.0
223,352030105000054,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),2,0,37.0,137.0,3.7,3.44,1091.73,1513550.7,1122.06,1521795.54,597.03,810438.01,963.77,956912.76,0.8166666666666667,4.0,0.9615199615199614,4.0
224,352030105000055,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),1,0,273.0,928.0,3.4,2.7,724.69,379065.93,758.01,371207.82,407.51,280740.44,639.88,292161.09,0.7333333333333333,1.0,0.9387197191162476,3.0
225,352030105000056,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),2,5,4.0,23.0,5.75,3.58,420.0,96466.67,420.0,96466.67,321.11,176886.11,481.67,190216.67,,,,
226,352030105000057,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),4,0,10.0,30.0,3.0,2.0,234.0,64760.0,468.0,8820.0,124.48,45132.76,451.25,12012.5,0.85,4.0,0.9506172839506174,4.0
227,352030105000058,3,Região Sudeste,SP,São Paulo,3514,Litoral Sul Paulista,35055,Registro,0,Municípios não pertencentes a estrutura de RM,3520301,IGUAPE,352030105,IGUAPE,35203010500,IGUAPE,3520301000,IGUAPE (todos os setores),4,0,93.0,282.0,3.03,3.21,945.15,4837571.24,1071.94,5356937.93,517.24,2068254.2,842.26,3101124.39,0.8,3.0,0.9177387914230021,2.0
